Customer ID;Registration Date;Network;Platform;Age;Gender;Marital Status;Kids;Occupation;Automobile;Property;Number of Logins;Last Login Date;Number of Interactions;Number of Exist. Contracts;Number of New Contracts;Sum of Yearly Management Fee;Sum of Sales Fee
1177;28.04.17;Partnership (non rev share);web;25;male;In a Partnership;NO;Employee;NO;NO;9;14.01.18;12;1;0;6,05;0
1178;08.02.17;Organic;app;37;male;Married;YES;Employee;YES;YES;6;08.02.17;1;;;0;0
1179;05.01.17;Organic;web;48;male;Single;NO;Employee;YES;NO;1;05.01.17;1;;;0;0
1180;13.03.17;Partnership (non rev share);web;34;male;Married;YES;Freelancer/Self-employed;YES;NO;29;03.02.18;14;3;0;0;0
1181;02.05.17;Partnership (non rev share);web;45;male;Married;YES;Employee;YES;NO;45;07.12.17;4;3;0;0;0
1182;04.03.17;Promotions;web;68;female;Married;NO;Retired;YES;NO;1;04.03.17;0;1;0;0,28;0
1183;22.05.17;Partnership (non rev share);web;25;female;In a Partnership;NO;Employee;NO;NO;5;05.09.17;8;2;0;0;0
1184;03.04.17;Organic;app;34;male;In a Partnership;NO;Employee;YES;YES;14;23.11.17;13;5;0;47,73;0
1185;03.02.17;Organic;app;56;male;Single;YES;Employee;YES;NO;55;13.03.18;17;9;0;77,92;0
1186;22.03.17;Organic;app;40;male;Single;YES;Civil Servant;YES;NO;4;29.03.17;2;1;0;0;0
1187;19.04.17;Organic;web;40;male;Married;YES;Freelancer/Self-employed;YES;NO;7;21.05.17;4;2;0;0;0
1188;20.04.17;Digital Incent;app;30;female;Single;YES;Unemployeed;NO;NO;3;20.04.17;1;1;0;0;0
1189;31.03.17;Organic;web;37;male;Married;YES;Employee;YES;NO;16;11.04.17;8;3;0;53,69;0
1190;31.05.17;Partnership (non rev share);web;30;male;Married;NO;Freelancer/Self-employed;YES;NO;32;01.05.18;13;5;0;0;0
1191;23.01.17;Organic;app;23;male;In a Partnership;NO;Employee;YES;YES;2;23.01.17;2;1;0;5,4;0
1192;02.02.17;Organic;app;31;male;Married;YES;Employee;YES;NO;24;20.02.18;0;1;0;0;0
1193;26.01.17;Digital Incent;app;26;female;In a Partnership;NO;Civil Servant;YES;NO;1;26.01.17;0;1;0;0;0
1194;07.05.17;Digital Incent;app;26;male;Single;NO;Employee;YES;NO;4;07.05.17;3;1;0;0;0
1195;14.04.17;Organic;app;35;female;In a Partnership;NO;Unemployeed;NO;NO;2;14.04.17;6;1;0;0;0
1196;12.04.17;Partnership (non rev share);web;27;male;In a Partnership;NO;Employee;NO;NO;1;12.04.17;12;1;0;0;0
1197;31.05.17;Partnership (non rev share);web;19;male;Single;NO;Student/Trainee;YES;NO;24;14.02.18;22;2;2;15,67;1252,8
1198;03.03.17;Organic;app;37;male;Married;YES;Employee;YES;NO;53;18.04.18;19;5;0;191,03;0
1199;05.03.17;Promotions;web;37;male;Single;NO;Employee;YES;NO;5;15.03.17;1;2;0;0;0
1200;18.02.17;Organic;app;33;male;In a Partnership;NO;Freelancer/Self-employed;YES;YES;2;18.02.17;0;1;0;0;0
1201;30.05.17;Digital Incent;app;36;male;Single;NO;Unemployeed;NO;NO;2;30.05.17;4;1;0;0;0
1202;11.04.17;Partnership (non rev share);web;55;male;In a Partnership;NO;Employee;NO;NO;2;11.04.17;12;7;0;200,71;0
1203;16.02.17;Partnership (non rev share);web;40;male;Married;NO;Freelancer/Self-employed;YES;NO;24;03.04.18;9;4;0;95,23;0
1204;20.02.17;Digital Incent;app;37;male;Married;YES;Employee;YES;NO;3;21.02.17;2;1;0;260,86;0
1205;18.02.17;Digital Incent;app;31;female;Single;YES;Retired;YES;NO;5;24.02.17;0;1;0;0;0
1206;02.02.17;Print;app;71;male;Married;YES;Retired;YES;NO;3;02.02.17;6;2;0;31,99;0
1207;18.04.17;Organic;web;26;male;Single;NO;Employee;YES;NO;67;12.04.18;15;2;2;20,68;89
1208;22.02.17;Organic;app;31;male;In a Partnership;YES;Unemployeed;NO;NO;12;03.03.17;0;;;0;0
1209;31.05.17;Partnership (non rev share);web;52;male;In a Partnership;NO;Employee;NO;NO;4;29.06.17;3;1;0;0;0
1210;17.04.17;Partnership (non rev share);web;74;male;Married;YES;Retired;YES;NO;12;09.03.18;18;7;0;73,36;0
1211;22.05.17;Partnership (non rev share);web;50;male;Married;YES;Employee;YES;NO;57;29.01.18;29;10;0;99,69;0
1212;10.02.17;Organic;web;32;female;In a Partnership;NO;Employee;NO;NO;17;31.05.17;4;2;0;100,85;0
1213;11.02.17;Organic;web;34;male;Married;YES;Employee;NO;YES;1;11.02.17;24;2;3;135,98;0
1214;25.05.17;Partnership (non rev share);web;27;male;Married;NO;Employee;YES;YES;17;21.02.18;10;5;0;9,7;0
1215;28.01.17;Organic;web;30;male;Married;NO;Employee;NO;NO;4;28.01.17;0;2;0;3,18;0
1216;13.05.17;Organic;app;32;male;Single;NO;Employee;YES;NO;28;25.03.18;20;6;0;5,61;0
1217;26.01.17;Digital Incent;app;23;female;In a Partnership;NO;Unemployeed;YES;NO;7;13.03.17;4;6;0;1,26;0
1218;01.04.17;Partnership (non rev share);web;43;male;Married;YES;Employee;NO;NO;50;07.12.17;8;3;0;16,88;0
1219;04.03.17;Organic;app;30;female;In a Partnership;NO;Employee;YES;NO;16;25.11.17;9;3;0;7,37;0
1220;02.02.17;Facebook;app;22;male;In a Partnership;NO;Unemployeed;NO;NO;19;28.02.17;3;1;0;0;0
1221;02.03.17;Search;app;35;male;Married;NO;Employee;YES;YES;15;30.01.18;14;1;0;0;0
1222;28.04.17;Print;web;32;male;In a Partnership;NO;Employee;YES;NO;5;15.07.17;12;3;0;0;0
1223;15.01.17;Print;web;37;male;Single;NO;Employee;YES;NO;7;06.03.17;7;2;0;0;0
1224;30.04.17;Partnership (non rev share);web;29;male;Single;NO;Employee;NO;NO;16;08.06.17;9;6;0;75,33;0
1225;17.05.17;Partnership (non rev share);web;41;male;In a Partnership;NO;Employee;NO;NO;3;18.05.17;9;4;0;0;0
1226;05.03.17;Facebook;web;37;male;Single;YES;Employee;NO;NO;1;16.04.17;1;1;0;0;0
1227;18.03.17;Organic;web;29;male;Single;NO;Employee;NO;NO;8;25.08.17;21;5;0;79,95;0
1228;25.05.17;Digital Incent;app;29;female;Married;YES;Unemployeed;NO;NO;1;25.05.17;1;1;0;0;0
1229;03.01.17;Organic;app;29;male;In a Partnership;NO;Employee;YES;NO;79;07.08.17;2;1;0;0;0
1230;12.04.17;Partnership (non rev share);web;49;male;In a Partnership;YES;Freelancer/Self-employed;YES;NO;11;16.04.18;8;2;0;77,49;0
1231;12.05.17;Organic;web;23;male;Single;NO;Employee;YES;NO;13;12.10.17;3;2;0;70,4;0
1232;07.02.17;Organic;app;46;male;Married;YES;Employee;YES;NO;10;22.02.18;3;4;0;46,35;0
1233;15.05.17;Digital Incent;app;19;male;Single;NO;Unemployeed;NO;NO;2;16.05.17;3;1;0;0;0
1234;25.03.17;Digital Incent;app;31;female;Married;YES;Unemployeed;NO;NO;7;26.03.17;1;1;0;0;0
1235;16.05.17;Partnership (non rev share);web;35;male;In a Partnership;YES;Freelancer/Self-employed;NO;NO;3;17.05.17;12;2;0;16,67;0
1236;30.03.17;Organic;app;25;male;In a Partnership;NO;Employee;YES;NO;29;26.02.18;11;6;0;15,17;89
1237;23.05.17;Partnership (non rev share);web;23;male;Single;NO;Employee;NO;NO;43;21.04.18;46;2;3;24,34;4379,6
1238;26.04.17;Partnership (non rev share);web;38;male;Married;YES;Employee;YES;NO;7;26.11.17;6;2;0;7,15;0
1239;10.04.17;Organic;app;57;male;Married;YES;Employee;YES;NO;59;19.04.18;35;6;0;0;0
1240;03.05.17;Partnership (non rev share);web;35;female;Married;YES;Employee;YES;NO;12;01.01.18;18;4;0;9,67;0
1241;05.01.17;Organic;web;29;female;In a Partnership;NO;Retired;YES;NO;1;05.01.17;2;;;0;0
1242;30.05.17;Organic;app;56;male;Married;YES;Employee;YES;NO;50;01.02.18;24;11;0;39,38;0
1243;23.02.17;Test;app;35;male;In a Partnership;YES;Unemployeed;YES;NO;6;13.02.18;9;;;0;0
1244;25.01.17;Facebook;app;29;male;Single;NO;Employee;YES;NO;20;20.12.17;0;2;0;27,08;0
1245;24.01.17;Organic;app;24;male;Single;YES;Student/Trainee;YES;YES;7;11.02.17;0;1;0;0;0
1246;30.04.17;Digital Incent;app;26;female;In a Partnership;YES;Employee;NO;YES;1;30.04.17;1;1;0;0;0
1247;26.04.17;Partnership (non rev share);web;63;male;Married;YES;Employee;YES;NO;8;14.02.18;11;4;0;16,85;0
1248;24.05.17;Partnership (non rev share);web;65;male;Married;NO;Retired;YES;NO;14;12.03.18;21;9;0;148,62;0
1249;30.05.17;Partnership (non rev share);web;39;male;In a Partnership;NO;Employee;YES;NO;25;16.11.17;16;7;0;39,45;89,25
1250;17.01.17;Print;web;65;male;Married;NO;Civil Servant;YES;NO;38;18.04.18;4;2;0;0;0
1251;08.03.17;Organic;app;34;male;In a Partnership;NO;Employee;NO;NO;13;07.04.17;0;2;0;123,91;0
1252;15.01.17;Facebook;app;21;male;Single;NO;Unemployeed;NO;YES;8;19.01.17;0;1;0;0;0
1253;24.04.17;Organic;web;31;female;In a Partnership;NO;Employee;YES;YES;1;24.04.17;1;;;0;0
1254;01.01.17;Organic;app;34;male;In a Partnership;NO;Employee;YES;NO;41;04.02.17;19;2;0;0;0
1255;10.04.17;Organic;app;34;male;In a Partnership;NO;Employee;YES;NO;29;01.08.17;10;7;0;31,88;0
1256;19.01.17;Organic;app;37;male;In a Partnership;YES;Employee;YES;NO;36;21.12.17;15;6;0;6,96;0
1257;19.04.17;Partnership (non rev share);web;57;male;Married;YES;Employee;YES;NO;19;30.10.17;18;2;0;100,86;0
1258;12.05.17;Promotions;web;22;male;Single;NO;Freelancer/Self-employed;YES;NO;23;28.03.18;10;2;0;0;0
1259;13.03.17;Partnership (non rev share);web;42;male;In a Partnership;YES;Civil Servant;YES;YES;9;04.09.17;11;2;0;0;0
1260;21.04.17;Digital Incent;app;26;male;In a Partnership;NO;Employee;NO;NO;1;21.04.17;3;1;0;55,43;0
1261;13.01.17;Organic;web;35;male;Single;NO;Unemployeed;YES;NO;1;13.01.17;2;1;0;0;0
1262;20.02.17;Partnership (non rev share);web;31;male;In a Partnership;NO;Employee;YES;NO;4;25.02.17;6;4;0;14,65;0
1263;19.05.17;Promotions;web;37;male;In a Partnership;YES;Employee;YES;NO;4;22.05.17;7;2;0;48,59;0
1264;27.04.17;Partnership (non rev share);web;33;male;In a Partnership;NO;Employee;YES;NO;1;27.04.17;3;3;0;0;0
1265;08.05.17;Promotions;web;29;male;Single;NO;Employee;YES;NO;4;08.05.17;1;1;0;0;0
1266;02.01.17;Organic;app;38;female;Single;NO;Employee;YES;NO;23;23.02.17;13;2;0;2,45;0
1267;23.05.17;Partnership (non rev share);web;53;male;In a Partnership;YES;Employee;YES;NO;6;03.08.17;4;3;0;0;0
1268;28.04.17;Partnership (non rev share);web;64;female;Single;YES;Freelancer/Self-employed;YES;NO;1;28.04.17;11;9;0;62,5;0
1269;21.04.17;Partnership (non rev share);web;53;male;In a Partnership;YES;Unemployeed;YES;NO;43;27.11.17;8;6;0;59,59;0
1270;26.04.17;Partnership (non rev share);web;41;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;15;30.11.17;12;9;0;0;0
1271;23.03.17;Organic;web;24;male;In a Partnership;NO;Employee;YES;YES;13;29.01.18;5;3;0;0,59;0
1272;21.02.17;Organic;web;42;male;Married;YES;Employee;YES;NO;4;02.03.17;5;3;0;0;0
1273;21.05.17;Partnership (non rev share);web;39;male;In a Partnership;NO;Employee;NO;NO;8;20.03.18;15;2;0;0;0
1274;27.02.17;Organic;app;22;male;In a Partnership;NO;Employee;NO;YES;20;13.09.17;10;3;0;22,63;0
1275;24.02.17;Partnership (non rev share);web;43;male;Single;NO;Employee;NO;NO;75;25.04.18;20;9;1;55,29;91,35
1276;09.04.17;Digital Incent;app;25;male;Single;NO;Student/Trainee;NO;NO;10;12.04.17;8;1;0;0;0
1277;28.05.17;Partnership (non rev share);web;38;female;Single;NO;Employee;YES;NO;6;05.10.17;13;5;0;0;0
1278;13.04.17;Search;app;34;female;In a Partnership;NO;Employee;YES;NO;1;02.05.17;10;2;0;7,99;0
1279;25.04.17;Partnership (non rev share);web;74;male;Married;YES;Retired;YES;NO;11;27.12.17;12;5;0;0;0
1280;30.03.17;Promotions;web;28;male;In a Partnership;NO;Employee;YES;NO;4;30.03.17;3;4;0;0;0
1281;18.05.17;Partnership (non rev share);web;32;male;Single;NO;Employee;YES;YES;1;18.05.17;1;1;0;0;0
1282;15.03.17;Organic;app;30;female;Single;NO;Employee;YES;NO;11;23.05.17;9;6;0;4,2;0
1283;20.05.17;Partnership (non rev share);web;43;male;Married;YES;Employee;YES;NO;16;22.03.18;22;5;1;109,28;0
1284;18.05.17;Partnership (non rev share);web;35;male;Married;NO;Employee;YES;NO;13;21.06.17;9;7;0;33,34;0
1285;23.05.17;Partnership (non rev share);web;38;male;Single;NO;Employee;NO;NO;10;22.02.18;7;3;0;0;0
1286;09.04.17;Partnership (non rev share);web;20;male;Single;NO;Student/Trainee;NO;NO;5;22.05.17;1;1;0;0;0
1287;05.03.17;Digital Incent;app;31;male;In a Partnership;NO;Employee;YES;NO;4;06.03.17;0;;;0;0
1288;08.05.17;Digital Incent;app;34;male;Single;NO;Employee;NO;NO;6;17.05.17;8;1;0;0;0
1289;30.05.17;Promotions;web;34;male;Single;NO;Unemployeed;NO;NO;62;04.08.17;21;4;2;11,99;0
1290;17.03.17;Facebook;app;23;male;Single;NO;Employee;YES;NO;7;14.04.17;4;2;0;0;0
1291;31.05.17;Partnership (non rev share);web;30;male;In a Partnership;NO;Employee;YES;NO;3;31.05.17;4;2;0;0;0
1292;07.02.17;Organic;app;56;male;Married;YES;Freelancer/Self-employed;YES;NO;12;13.01.18;3;1;0;0;0
1293;21.02.17;Digital Incent;app;34;male;Married;YES;Unemployeed;YES;NO;4;23.02.17;7;;;0;0
1294;07.03.17;Digital Incent;app;38;male;In a Partnership;YES;Unemployeed;NO;NO;4;07.03.17;0;1;0;0;0
1295;01.03.17;Promotions;web;44;male;Married;YES;Employee;YES;NO;14;06.11.17;7;1;0;0;0
1296;08.01.17;Promotions;web;38;male;Married;NO;Employee;YES;NO;2;08.01.17;4;2;0;0;0
1297;30.05.17;Organic;app;32;male;Married;YES;Employee;YES;YES;24;12.07.17;10;6;0;82,44;0
1298;26.04.17;Partnership (non rev share);web;27;male;In a Partnership;NO;Employee;NO;NO;303;26.03.18;68;7;2;204,99;5394,85
1299;12.02.17;Digital Incent;app;20;male;In a Partnership;NO;Student/Trainee;YES;NO;1;12.02.17;1;;;0;0
1300;06.04.17;Organic;web;33;male;In a Partnership;NO;Employee;NO;YES;3;06.04.17;3;2;0;30,39;0
1301;02.02.17;Organic;web;29;male;Single;NO;Employee;YES;NO;7;25.02.17;2;1;0;0;0
1302;13.04.17;Partnership (non rev share);web;21;male;Single;NO;Student/Trainee;NO;YES;29;27.10.17;16;2;0;34,82;0
1303;20.04.17;Partnership (non rev share);web;36;male;In a Partnership;YES;Employee;NO;NO;73;26.04.18;79;7;0;12;0
1304;22.01.17;Digital Incent;app;48;male;Single;YES;Unemployeed;YES;YES;7;29.05.17;4;3;0;10,69;0
1305;19.05.17;Partnership (non rev share);web;68;male;Married;YES;Retired;YES;NO;12;26.07.17;15;11;0;0;0
1306;17.05.17;Digital Incent;app;20;male;Single;NO;Civil Servant;YES;NO;21;17.10.17;16;2;1;49,59;0
1307;13.04.17;Partnership (non rev share);app;60;male;Married;YES;Employee;YES;NO;21;11.10.17;8;6;0;0;0
1308;07.05.17;Organic;app;21;male;In a Partnership;YES;Employee;YES;NO;23;03.10.17;7;3;0;8,38;0
1309;07.04.17;Digital Incent;app;20;male;Single;NO;Student/Trainee;YES;YES;2;07.04.17;1;;;0;0
1310;22.03.17;Promotions;web;29;male;In a Partnership;YES;Employee;YES;NO;4;09.04.17;4;3;0;11,41;0
1311;24.01.17;Organic;web;38;female;Single;NO;Employee;YES;YES;2;24.01.17;3;1;0;0;0
1312;17.03.17;Organic;app;32;male;In a Partnership;NO;Employee;NO;NO;60;15.12.17;11;3;0;25,39;0
1313;30.05.17;Partnership (non rev share);web;41;male;Married;YES;Employee;YES;NO;9;24.10.17;1;2;0;0;0
1314;02.02.17;Organic;app;30;male;In a Partnership;NO;Employee;YES;YES;6;31.03.17;2;3;0;43,61;0
1315;28.04.17;Organic;web;38;male;Married;YES;Employee;YES;NO;20;07.04.18;24;6;0;128,46;0
1316;01.02.17;Organic;app;32;male;Married;YES;Employee;YES;NO;36;03.10.17;2;3;0;218,61;0
1317;20.05.17;Partnership (non rev share);web;32;male;Married;YES;Employee;YES;NO;5;25.05.17;5;7;0;40,88;0
1318;10.04.17;Organic;app;32;female;In a Partnership;YES;Employee;YES;NO;17;21.09.17;9;3;0;50,2;0
1319;06.03.17;Promotions;web;24;male;Single;NO;Student/Trainee;NO;NO;2;06.03.17;6;3;0;11,06;0
1320;14.04.17;Partnership (non rev share);web;39;male;Single;NO;Employee;NO;NO;107;15.03.18;37;15;1;225,04;0
1321;15.02.17;Partnership (non rev share);web;36;male;Single;NO;Employee;NO;NO;5;16.02.17;4;1;0;0;0
1322;19.05.17;Partnership (non rev share);web;54;female;Married;YES;Employee;YES;NO;2;19.05.17;2;1;0;0;0
1323;26.05.17;Partnership (non rev share);web;61;male;Married;YES;Employee;YES;NO;15;26.02.18;8;5;0;4,18;0
1324;13.04.17;Partnership (non rev share);web;36;male;Single;NO;Employee;YES;NO;8;29.05.17;14;5;1;9,57;0
1325;16.04.17;Search;app;24;male;Single;NO;Civil Servant;YES;NO;21;16.02.18;7;2;1;57,11;0
1326;01.01.17;Organic;app;49;male;Married;YES;Employee;YES;NO;14;01.03.18;17;6;0;0;0
1327;07.03.17;Organic;app;23;male;In a Partnership;NO;Employee;YES;NO;19;08.05.17;3;3;0;0;0
1328;26.05.17;Promotions;web;26;male;In a Partnership;NO;Student/Trainee;YES;YES;7;03.07.17;4;2;0;0;0
1329;25.05.17;Promotions;web;27;male;Married;NO;Student/Trainee;YES;NO;4;07.06.17;1;2;0;10,14;0
1330;21.03.17;Digital Incent;app;37;male;Single;YES;Employee;NO;NO;1;21.03.17;2;1;0;0;0
1331;14.03.17;Digital Incent;app;28;male;Married;YES;Civil Servant;YES;YES;2;14.03.17;3;;;0;0
1332;21.04.17;Partnership (non rev share);web;63;male;Married;YES;Employee;YES;NO;21;18.12.17;8;3;0;0;0
1333;27.05.17;Digital Incent;app;26;male;Married;YES;Unemployeed;NO;YES;1;27.05.17;3;;;0;0
1334;26.05.17;Partnership (non rev share);web;46;female;Married;NO;Employee;YES;NO;3;26.05.17;4;;;0;0
1335;30.05.17;Partnership (non rev share);web;22;male;In a Partnership;NO;Student/Trainee;NO;NO;3;30.05.17;1;1;0;0;0
1336;01.02.17;Partnership (non rev share);web;43;male;Married;YES;Employee;YES;YES;74;12.12.17;2;3;0;7,5;0
1337;12.02.17;Partnership (non rev share);web;38;male;Married;NO;Employee;NO;YES;23;02.03.18;7;5;0;0;0
1338;18.03.17;Digital Incent;app;39;male;Married;NO;Unemployeed;NO;NO;1;18.03.17;2;1;0;0;0
1339;16.05.17;Promotions;web;38;male;Married;YES;Employee;YES;NO;3;16.05.17;11;2;0;0;0
1340;21.04.17;Digital Incent;app;34;male;Single;YES;Employee;NO;NO;2;21.04.17;1;1;0;0;0
1341;07.05.17;Print;app;40;male;Married;YES;Employee;YES;NO;7;17.05.17;3;2;0;0;0
1342;19.05.17;Partnership (non rev share);web;25;male;In a Partnership;NO;Student/Trainee;YES;NO;6;02.08.17;1;3;0;0;0
1343;25.01.17;Organic;app;45;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;2;25.01.17;7;5;0;82,68;0
1344;29.05.17;Partnership (non rev share);web;31;male;Married;YES;Civil Servant;YES;NO;35;24.07.17;24;6;0;108,9;0
1345;11.02.17;Organic;app;55;male;Single;NO;Employee;YES;NO;4;17.02.17;0;3;0;0;0
1346;03.03.17;Promotions;web;53;male;Married;YES;Employee;YES;NO;73;21.02.18;23;6;0;108,72;0
1347;14.03.17;Promotions;web;31;male;In a Partnership;NO;Employee;NO;NO;9;18.09.17;6;3;0;0;0
1348;26.03.17;Organic;app;31;male;In a Partnership;NO;Employee;YES;NO;79;18.03.18;21;1;0;29,79;0
1349;17.02.17;Organic;app;26;male;In a Partnership;NO;Employee;YES;NO;40;21.03.18;24;2;2;23,42;1215,5
1350;28.02.17;Digital Incent;app;37;male;In a Partnership;YES;Employee;YES;NO;2;28.02.17;0;1;0;0;0
1351;23.05.17;Partnership (non rev share);web;31;female;In a Partnership;YES;Employee;NO;NO;6;31.05.17;5;4;0;5,76;0
1352;23.05.17;Partnership (non rev share);web;35;female;In a Partnership;NO;Employee;YES;NO;16;27.06.17;5;2;0;0;0
1353;02.05.17;Digital Incent;app;23;female;Married;YES;Student/Trainee;YES;YES;2;02.05.17;1;1;0;0;0
1354;04.05.17;Organic;app;25;male;In a Partnership;NO;Employee;NO;NO;39;06.02.18;10;2;0;0;0
1355;22.02.17;Organic;app;38;female;Married;YES;Employee;YES;NO;2;22.02.17;0;1;0;0;0
1356;29.03.17;Digital Incent;app;35;male;Single;NO;Student/Trainee;YES;NO;15;10.05.17;8;3;0;76,99;0
1357;27.05.17;Partnership (non rev share);web;28;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;6;28.08.17;9;1;0;7,67;0
1358;06.03.17;Digital Incent;app;23;male;In a Partnership;YES;Unemployeed;NO;YES;10;21.03.17;0;1;0;0;0
1359;29.05.17;Promotions;web;37;female;Single;YES;Retired;NO;NO;25;24.10.17;11;1;0;9,35;0
1360;12.04.17;Digital Incent;app;27;male;Single;NO;Unemployeed;NO;NO;1;12.04.17;1;1;0;0;0
1361;17.05.17;Partnership (non rev share);web;26;male;In a Partnership;NO;Student/Trainee;NO;NO;18;28.02.18;16;4;1;6,54;116,72
1362;20.05.17;Partnership (non rev share);web;29;male;Married;YES;Employee;YES;YES;3;20.05.17;5;4;0;11,15;0
1363;04.05.17;Organic;app;34;male;In a Partnership;YES;Employee;NO;YES;3;06.05.17;7;1;0;0;0
1364;24.04.17;Partnership (non rev share);web;21;male;Single;NO;Employee;YES;YES;2;24.04.17;1;2;0;0,79;0
1365;08.02.17;Partnership (non rev share);web;39;male;Married;YES;Employee;YES;NO;25;18.12.17;14;6;1;0,73;0
1366;26.04.17;Partnership (non rev share);web;23;female;In a Partnership;NO;Employee;YES;YES;6;16.05.17;3;2;0;0;0
1367;20.05.17;Partnership (non rev share);web;29;male;Single;NO;Employee;YES;NO;4;18.06.17;4;1;0;29,47;0
1368;11.03.17;Print;web;26;female;In a Partnership;NO;Employee;YES;YES;6;09.04.17;3;2;0;0,19;0
1369;10.02.17;Print;web;50;male;In a Partnership;NO;Employee;YES;NO;3;10.02.17;0;;;0;0
1370;28.05.17;Partnership (non rev share);web;30;male;Married;NO;Employee;YES;YES;1;28.05.17;3;;;0;0
1371;09.03.17;Digital Incent;app;29;male;Single;NO;Student/Trainee;NO;NO;1;09.03.17;0;1;0;0;0
1372;09.03.17;Digital Incent;app;34;male;In a Partnership;YES;Employee;NO;NO;10;05.09.17;0;1;0;0;0
1373;01.04.17;Digital Incent;web;23;male;In a Partnership;NO;Freelancer/Self-employed;NO;NO;4;17.06.17;9;;;0;0
1374;22.03.17;Organic;app;30;female;In a Partnership;NO;Employee;YES;YES;5;28.03.17;8;4;0;45,41;0
1375;15.04.17;Digital Incent;app;35;male;In a Partnership;NO;Employee;NO;NO;3;15.04.17;1;1;0;0;0
1376;13.01.17;Organic;app;32;male;Single;NO;Employee;NO;NO;16;27.09.17;10;2;0;0;0
1377;31.03.17;Search;app;38;male;Married;NO;Unemployeed;YES;NO;2;31.03.17;2;4;0;14,15;0
1378;17.04.17;Organic;app;39;male;Single;NO;Employee;YES;NO;35;11.01.18;8;1;0;0;0
1379;27.04.17;Partnership (non rev share);web;45;female;Married;YES;Employee;YES;NO;8;18.02.18;12;6;0;46,09;0
1380;09.04.17;Digital Incent;app;30;male;Single;NO;Unemployeed;NO;NO;2;09.04.17;2;1;0;0;0
1381;27.04.17;Partnership (non rev share);web;38;male;Single;YES;Employee;YES;YES;2;27.04.17;4;;;0;0
1382;16.04.17;Organic;app;21;male;Single;NO;Student/Trainee;YES;NO;12;07.02.18;6;2;0;0;0
1383;18.04.17;Partnership (non rev share);web;33;male;Married;YES;Employee;YES;YES;5;02.06.17;13;1;0;0;0
1384;26.04.17;Partnership (non rev share);web;27;male;Single;NO;Student/Trainee;NO;NO;6;05.05.17;2;1;0;0;0
1385;14.05.17;Digital Incent;app;22;male;In a Partnership;NO;Employee;YES;YES;12;02.07.17;7;1;0;0;0
1386;10.03.17;Digital Incent;app;74;female;Single;NO;Retired;NO;NO;3;10.03.17;1;;;0;0
1387;25.05.17;Partnership (non rev share);web;56;male;Married;YES;Employee;YES;NO;3;25.05.17;7;1;0;13,31;0
1388;31.01.17;Promotions;web;30;female;Married;YES;Employee;YES;NO;1;31.01.17;6;9;0;117,08;0
1389;14.01.17;Organic;web;56;male;Married;YES;Civil Servant;YES;NO;15;24.02.18;19;10;0;53,01;0
1390;10.05.17;Partnership (non rev share);web;48;male;Married;NO;Freelancer/Self-employed;YES;NO;30;07.01.18;3;2;1;90,39;0
1391;11.03.17;Organic;app;32;male;Single;NO;Employee;NO;YES;10;03.04.18;7;5;0;0;0
1392;30.05.17;Digital Incent;app;22;female;Single;YES;Student/Trainee;NO;YES;2;30.05.17;2;1;0;0;0
1393;08.02.17;Organic;web;48;male;Single;NO;Employee;NO;NO;4;08.02.17;6;2;0;20,52;0
1394;31.05.17;Partnership (non rev share);web;46;male;Married;YES;Employee;YES;YES;1;31.05.17;5;;;0;0
1395;29.01.17;Organic;app;34;male;Married;NO;Employee;YES;YES;24;14.06.17;2;4;0;65,98;0
1396;07.04.17;Promotions;web;61;male;Married;YES;Employee;YES;NO;4;11.04.17;12;4;0;32,59;0
1397;22.03.17;Promotions;web;26;male;Single;NO;Student/Trainee;YES;NO;43;22.03.18;6;6;0;54,25;0
1398;11.04.17;Partnership (non rev share);web;30;male;Single;NO;Employee;NO;NO;59;19.03.18;33;7;3;13,33;1980,15
1399;22.05.17;Partnership (non rev share);web;24;male;Single;NO;Student/Trainee;YES;NO;29;25.07.17;21;1;1;3,42;0
1400;09.05.17;Digital Incent;app;36;male;In a Partnership;NO;Employee;YES;YES;2;09.05.17;3;1;0;0;0
1401;09.04.17;Organic;web;30;male;In a Partnership;NO;Employee;YES;YES;19;22.07.17;14;5;0;0;0
1402;13.04.17;Partnership (non rev share);web;43;male;Single;NO;Employee;YES;NO;8;13.10.17;15;1;0;0;0
1403;03.01.17;Organic;app;30;female;Married;YES;Employee;YES;NO;34;02.11.17;1;6;0;31,75;0
1404;17.04.17;Digital Incent;app;28;female;Married;YES;Employee;YES;NO;11;09.11.17;5;3;0;0,41;0
1405;08.03.17;Organic;app;35;male;Single;NO;Employee;YES;NO;20;09.11.17;16;4;0;4,5;85
1406;18.01.17;Promotions;web;63;male;Married;NO;Employee;YES;NO;28;13.12.17;16;5;0;36,08;0
1407;14.04.17;Facebook;app;23;male;Married;NO;Employee;NO;NO;10;21.02.18;9;1;0;0;0
1408;20.03.17;Promotions;web;37;male;Single;NO;Employee;YES;NO;51;03.04.18;8;9;0;153,03;0
1409;18.05.17;Partnership (non rev share);web;23;male;In a Partnership;NO;Student/Trainee;NO;NO;3;19.05.17;2;2;0;0;0
1410;06.04.17;Organic;app;49;male;Married;YES;Employee;YES;NO;3;06.04.17;9;3;0;8,69;0
